F,I,J,S,V,VtoINF
35.0000000000, 300, 300, 2.0000000000, 37.9999999954, 10.8315929212
35.0000000000, 300, 300, 2.2000000000, 37.9999999954, 11.1271359817
35.0000000000, 300, 300, 2.4200000000, 37.9999999954, 11.4522333483
35.0000000000, 300, 300, 2.6620000000, 37.9999999954, 11.8098404515
35.0000000000, 300, 300, 2.9282000000, 37.9999999954, 12.2032082651
35.0000000000, 300, 300, 3.2210200000, 37.9999999954, 12.6359128600
35.0000000000, 300, 300, 3.5431220000, 37.9999999954, 13.1118879144
35.0000000000, 300, 300, 3.8974342000, 37.9999999954, 13.6354604742
35.0000000000, 300, 300, 4.2871776200, 37.9999999954, 14.2113902900
35.0000000000, 300, 300, 4.7158953820, 37.9999999954, 14.8449130874
35.0000000000, 300, 300, 5.1874849202, 37.9999999954, 15.5417881646
35.0000000000, 300, 300, 5.7062334122, 37.9999999954, 16.3083507494
35.0000000000, 300, 300, 6.2768567534, 37.9999999956, 17.1515695928
35.0000000000, 300, 300, 6.9045424288, 37.9999999962, 18.0791103204
35.0000000000, 300, 300, 7.5949966717, 38.0100620391, 19.0994051209
35.0000000000, 300, 300, 8.3544963388, 38.0546093407, 20.2217294014
35.0000000000, 300, 300, 9.1899459727, 38.1606487282, 21.4562861099
35.0000000000, 300, 300, 10.1089405700, 38.3518709742, 22.8142984893
35.0000000000, 300, 300, 11.1198346270, 38.6581959011, 24.3081121066
35.0000000000, 300, 300, 12.2318180897, 39.1141175792, 25.9513070857
35.0000000000, 300, 300, 13.4549998987, 39.7568303877, 27.7588215627
35.0000000000, 300, 300, 14.8004998885, 40.6250668153, 29.7470874873
35.0000000000, 300, 300, 16.2805498774, 41.7839911209, 31.9341800045
35.0000000000, 300, 300, 17.9086048651, 43.2770778791, 34.3399817733
35.0000000000, 300, 300, 19.6994653516, 45.1825927815, 36.9863637191
35.0000000000, 300, 300, 21.6694118868, 47.5539877472, 39.8973838594
35.0000000000, 300, 300, 23.8363530755, 50.4712127213, 43.0995060137
35.0000000000, 300, 300, 26.2199883830, 54.0336641781, 46.6218403835
35.0000000000, 300, 300, 28.8419872213, 58.3478299755, 50.4964081902
35.0000000000, 300, 300, 31.7261859434, 63.5599079405, 54.7584327777
35.0000000000, 300, 300, 34.8988045378, 69.7976090368, 59.4466598238
35.0000000000, 300, 300, 38.3886849916, 76.7773699368, 64.6037095746
35.0000000000, 300, 300, 42.2275534907, 84.4551069274, 70.2764643005
35.0000000000, 300, 300, 46.4503088398, 92.9006176170, 76.5164944989
35.0000000000, 300, 300, 51.0953397238, 102.1906793756, 83.3805277172
35.0000000000, 300, 300, 56.2048736961, 112.4097473100, 90.9309642573
35.0000000000, 300, 300, 61.8253610657, 123.6507220379, 99.2364444515
35.0000000000, 300, 300, 68.0078971723, 136.0157942386, 108.3724726650
35.0000000000, 300, 300, 74.8086868895, 149.6173736593, 118.4221036999
35.0000000000, 300, 300, 82.2895555785, 164.5791110221, 129.4766978383
35.0000000000, 300, 300, 90.5185111364, 181.0370221212, 141.6367513905
35.0000000000, 300, 300, 99.5703622500, 199.1407243302, 155.0128102980
35.0000000000, 300, 300, 109.5273984750, 219.0547967602, 169.7264750962
35.0000000000, 300, 300, 120.4801383225, 240.9602764331, 185.9115063742
35.0000000000, 300, 300, 132.5281521547, 265.0563040732, 203.7150407800
35.0000000000, 300, 300, 145.7809673702, 291.5619344774, 223.2989286264
35.0000000000, 300, 300, 160.3590641072, 320.7181279221, 244.8412052575
35.0000000000, 300, 300, 176.3949705179, 352.7899407112, 268.5377095516
35.0000000000, 300, 300, 194.0344675697, 388.0689347792, 294.6038642752
