F,I,J,S,V,VtoInf
35.0000000000, 6, 6, 17.3800000000, 40.6790872896, 34.1477501265
35.0000000000, 12, 12, 17.3800000000, 42.7143482599, 34.1477501265
35.0000000000, 24, 24, 17.3800000000, 43.0343358271, 34.1477501265
35.0000000000, 48, 48, 17.3800000000, 43.1901114343, 34.1477501265
35.0000000000, 96, 96, 17.3800000000, 43.2155206141, 34.1477501265
35.0000000000, 192, 192, 17.3800000000, 43.2300484188, 34.1477501265
35.0000000000, 384, 384, 17.3800000000, 43.2347207444, 34.1477501265
35.0000000000, 768, 768, 17.3800000000, 43.2340704191, 34.1477501265
35.0000000000, 1536, 1536, 17.3800000000, 43.2338051018, 34.1477501265
35.0000000000, 3072, 3072, 17.3800000000, 43.2336859793, 34.1477501265
