F,I,J,S,V,VtoInf
35.0000000000, 4, 4, 17.3800000000, 40.7624214719, 34.1477501265
35.0000000000, 8, 8, 17.3800000000, 42.7460551752, 34.1477501265
35.0000000000, 16, 16, 17.3800000000, 43.0871061766, 34.1477501265
35.0000000000, 32, 32, 17.3800000000, 43.1914232280, 34.1477501265
35.0000000000, 64, 64, 17.3800000000, 43.2163563047, 34.1477501265
35.0000000000, 128, 128, 17.3800000000, 43.2359503084, 34.1477501265
35.0000000000, 256, 256, 17.3800000000, 43.2353296526, 34.1477501265
35.0000000000, 512, 512, 17.3800000000, 43.2343070807, 34.1477501265
35.0000000000, 1024, 1024, 17.3800000000, 43.2339797301, 34.1477501265
35.0000000000, 2048, 2048, 17.3800000000, 43.2337559341, 34.1477501265
35.0000000000, 4096, 4096, 17.3800000000, 43.2336472535, 34.1477501265
35.0000000000, 8192, 8192, 17.3800000000, 43.2338261247, 34.1477501265
35.0000000000, 16384, 16384, 17.3800000000, 43.2339152053, 34.1477501265
