F,I,J,S,V,VtoINF
35.0000000000, 500, 500, 2.0000000000, 37.9999999976, 11.0181047438
35.0000000000, 500, 500, 2.1000000000, 37.9999999976, 11.1684925551
35.0000000000, 500, 500, 2.2050000000, 37.9999999976, 11.3263997570
35.0000000000, 500, 500, 2.3152500000, 37.9999999976, 11.4922023190
35.0000000000, 500, 500, 2.4310125000, 37.9999999976, 11.6662950091
35.0000000000, 500, 500, 2.5525631250, 37.9999999976, 11.8490923337
35.0000000000, 500, 500, 2.6801912813, 37.9999999976, 12.0410295245
35.0000000000, 500, 500, 2.8142008453, 37.9999999976, 12.2425635749
35.0000000000, 500, 500, 2.9549108876, 37.9999999976, 12.4541743278
35.0000000000, 500, 500, 3.1026564320, 37.9999999976, 12.6763656183
35.0000000000, 500, 500, 3.2577892536, 37.9999999976, 12.9096664734
35.0000000000, 500, 500, 3.4206787162, 37.9999999976, 13.1546323712
35.0000000000, 500, 500, 3.5917126520, 37.9999999976, 13.4118465639
35.0000000000, 500, 500, 3.7712982846, 37.9999999976, 13.6819214662
35.0000000000, 500, 500, 3.9598631989, 37.9999999976, 13.9655001137
35.0000000000, 500, 500, 4.1578563588, 37.9999999976, 14.2632576935
35.0000000000, 500, 500, 4.3657491768, 37.9999999976, 14.5759031523
35.0000000000, 500, 500, 4.5840366356, 37.9999999976, 14.9041808841
35.0000000000, 500, 500, 4.8132384674, 37.9999999976, 15.2488725024
35.0000000000, 500, 500, 5.0539003908, 37.9999999976, 15.6107987017
35.0000000000, 500, 500, 5.3065954103, 37.9999999976, 15.9908212109
35.0000000000, 500, 500, 5.5719251808, 37.9999999979, 16.3898448456
35.0000000000, 500, 500, 5.8505214398, 37.9999999983, 16.8088196620
35.0000000000, 500, 500, 6.1430475118, 38.0018251051, 17.2487432192
35.0000000000, 500, 500, 6.4501998874, 38.0057439836, 17.7106629544
35.0000000000, 500, 500, 6.7727098818, 38.0165405804, 18.1956786762
35.0000000000, 500, 500, 7.1113453759, 38.0339622238, 18.7049451842
35.0000000000, 500, 500, 7.4669126447, 38.0631417884, 19.2396750175
35.0000000000, 500, 500, 7.8402582769, 38.0993395634, 19.8011413425
35.0000000000, 500, 500, 8.2322711908, 38.1526578391, 20.3906809838
35.0000000000, 500, 500, 8.6438847503, 38.2201081028, 21.0096976071
35.0000000000, 500, 500, 9.0760789878, 38.3030166417, 21.6596650616
35.0000000000, 500, 500, 9.5298829372, 38.4087758746, 22.3421308888
35.0000000000, 500, 500, 10.0063770841, 38.5411854087, 23.0587200074
35.0000000000, 500, 500, 10.5066959383, 38.7008151790, 23.8111385819
35.0000000000, 500, 500, 11.0320307352, 38.8924972003, 24.6011780852
35.0000000000, 500, 500, 11.5836322719, 39.1214198813, 25.4307195636
35.0000000000, 500, 500, 12.1628138855, 39.3930259612, 26.3017381159
35.0000000000, 500, 500, 12.7709545798, 39.7129217436, 27.2163075958
35.0000000000, 500, 500, 13.4095023088, 40.0868049714, 28.1766055498
35.0000000000, 500, 500, 14.0799774242, 40.5204145848, 29.1849184014
35.0000000000, 500, 500, 14.7839762955, 41.0195026169, 30.2436468956
35.0000000000, 500, 500, 15.5231751102, 41.5898264694, 31.3553118145
35.0000000000, 500, 500, 16.2993338657, 42.2421841980, 32.5225599794
35.0000000000, 500, 500, 17.1143005590, 42.9827500388, 33.7481705525
35.0000000000, 500, 500, 17.9700155870, 43.8133291139, 35.0350616543
35.0000000000, 500, 500, 18.8685163663, 44.7518848180, 36.3862973111
35.0000000000, 500, 500, 19.8119421847, 45.7955428133, 37.8050947508
35.0000000000, 500, 500, 20.8025392939, 46.9642354919, 39.2948320625
35.0000000000, 500, 500, 21.8426662586, 48.2596430446, 40.8590562398
35.0000000000, 500, 500, 22.9347995715, 49.6933566321, 42.5014916259
35.0000000000, 500, 500, 24.0815395501, 51.2776439458, 44.2260487813
35.0000000000, 500, 500, 25.2856165276, 53.0252235079, 46.0368337945
35.0000000000, 500, 500, 26.5498973540, 54.9495196360, 47.9381580584
35.0000000000, 500, 500, 27.8773922217, 57.0648855966, 49.9345485355
35.0000000000, 500, 500, 29.2712618327, 59.3867940714, 52.0307585364
35.0000000000, 500, 500, 30.7348249244, 61.9362220495, 54.2317790373
35.0000000000, 500, 500, 32.2715661706, 64.7333358819, 56.5428505633
35.0000000000, 500, 500, 33.8851444791, 67.8027488307, 58.9694756656
35.0000000000, 500, 500, 35.5794017031, 71.1588033697, 61.5174320231
35.0000000000, 500, 500, 37.3583717882, 74.7167435367, 64.1927861984
35.0000000000, 500, 500, 39.2262903777, 78.4525807119, 67.0019080824
35.0000000000, 500, 500, 41.1876048965, 82.3752097460, 69.9514860607
35.0000000000, 500, 500, 43.2469851414, 86.4939702317, 73.0485429378
35.0000000000, 500, 500, 45.4093343984, 90.8186687417, 76.3004526589
35.0000000000, 500, 500, 47.6798011184, 95.3596021773, 79.7149578660
35.0000000000, 500, 500, 50.0637911743, 100.1275822846, 83.3001883334
35.0000000000, 500, 500, 52.5669807330, 105.1339613972, 87.0646803242
35.0000000000, 500, 500, 55.1953297696, 110.3906594655, 91.0173969146
35.0000000000, 500, 500, 57.9550962581, 115.9101924373, 95.1677493344
35.0000000000, 500, 500, 60.8528510710, 121.7057020576, 99.5256193753
35.0000000000, 500, 500, 63.8954936246, 127.7909871589, 104.1013829182
35.0000000000, 500, 500, 67.0902683058, 134.1805365153, 108.9059346383
35.0000000000, 500, 500, 70.4447817211, 140.8895633395, 113.9507139443
35.0000000000, 500, 500, 73.9670208072, 147.9340415049, 119.2477322157
35.0000000000, 500, 500, 77.6653718475, 155.3307435786, 124.8096014006
35.0000000000, 500, 500, 81.5486404399, 163.0972807559, 130.6495640448
35.0000000000, 500, 500, 85.6260724619, 171.2521447922, 136.7815248211
