F,I,J,S,V,VtoINF
35.0000000000, 500, 500, 89.9073760850, 179.8147520302, 143.2200836363
35.0000000000, 500, 500, 94.4027448892, 188.8054896302, 149.9805703923
35.0000000000, 500, 500, 99.1228821337, 198.2457641101, 157.0790814860
35.0000000000, 500, 500, 104.0790262404, 208.1580523141, 164.5325181345
35.0000000000, 500, 500, 109.2829775524, 218.5659549282, 172.3586266153
35.0000000000, 500, 500, 114.7471264300, 229.4942526731, 180.5760405203
35.0000000000, 500, 500, 120.4844827515, 240.9689653052, 189.2043251204
35.0000000000, 500, 500, 126.5087068891, 253.0174135689, 198.2640239506
35.0000000000, 500, 500, 132.8341422335, 265.6682842458, 207.7767077222
35.0000000000, 500, 500, 139.4758493452, 278.9516984565, 217.7650256825
35.0000000000, 500, 500, 146.4496418125, 292.8992833778, 228.2527595408
35.0000000000, 500, 500, 153.7721239031, 307.5442475451, 239.2648800919
35.0000000000, 500, 500, 161.4607300983, 322.9214599208, 250.8276066707
35.0000000000, 500, 500, 169.5337666032, 339.0675329153, 262.9684695783
35.0000000000, 500, 500, 178.0104549333, 356.0209095595, 275.7163756314
35.0000000000, 500, 500, 186.9109776800, 373.8219550359, 289.1016769871
35.0000000000, 500, 500, 196.2565265640, 392.5130527861, 303.1562434106
