F,I,J,S,V,VtoInf
35.0000000000, 7804, 2, 17.3800000000, 65.1599999787, 34.1477501265
35.0000000000, 7804, 4, 17.3800000000, 57.5599999910, 34.1477501265
35.0000000000, 7804, 8, 17.3800000000, 45.6480665224, 34.1477501265
35.0000000000, 7804, 16, 17.3800000000, 44.5732462715, 34.1477501265
35.0000000000, 7804, 32, 17.3800000000, 43.3895254631, 34.1477501265
35.0000000000, 7804, 64, 17.3800000000, 43.2766160460, 34.1477501265
35.0000000000, 7804, 128, 17.3800000000, 43.2359696505, 34.1477501265
35.0000000000, 7804, 256, 17.3800000000, 43.2373906550, 34.1477501265
35.0000000000, 7804, 512, 17.3800000000, 43.2344141526, 34.1477501265
35.0000000000, 7804, 1024, 17.3800000000, 43.2340778566, 34.1477501265
35.0000000000, 7804, 2048, 17.3800000000, 43.2339309438, 34.1477501265
35.0000000000, 7804, 4096, 17.3800000000, 43.2339234422, 34.1477501265
