F,I,J,S,V,VtoINF
35.0000000000, 500, 500, 2.0000000000, 34.5815173519, 11.0181047438
35.0000000000, 500, 500, 2.2000000000, 34.6118002454, 11.3188803665
35.0000000000, 500, 500, 2.4200000000, 34.6484386780, 11.6497335514
35.0000000000, 500, 500, 2.6620000000, 34.6919515857, 12.0136720548
35.0000000000, 500, 500, 2.9282000000, 34.7439564148, 12.4140044086
35.0000000000, 500, 500, 3.2210200000, 34.8062892945, 12.8543699977
35.0000000000, 500, 500, 3.5431220000, 34.8810231063, 13.3387721458
35.0000000000, 500, 500, 3.8974342000, 34.9705651275, 13.8716145086
35.0000000000, 500, 500, 4.2871776200, 35.0793571971, 14.4577411078
35.0000000000, 500, 500, 4.7158953820, 35.2091010235, 15.1024803668
35.0000000000, 500, 500, 5.1874849202, 35.3663216344, 15.8116935518
35.0000000000, 500, 500, 5.7062334122, 35.5550260617, 16.5918280553
35.0000000000, 500, 500, 6.2768567534, 35.7819243257, 17.4499760091
35.0000000000, 500, 500, 6.9045424288, 36.0543952494, 18.3939387582
35.0000000000, 500, 500, 7.5949966717, 36.3819489663, 19.4322977824
35.0000000000, 500, 500, 8.3544963388, 36.7740042911, 20.5744927089
35.0000000000, 500, 500, 9.1899459727, 37.2435896501, 21.8309071280
35.0000000000, 500, 500, 10.1089405700, 37.8046229211, 23.2129629891
35.0000000000, 500, 500, 11.1198346270, 38.4719630812, 24.7332244363
35.0000000000, 500, 500, 12.2318180897, 39.2651184033, 26.4055120282
35.0000000000, 500, 500, 13.4549998987, 40.2046810727, 28.2450283793
35.0000000000, 500, 500, 14.8004998885, 41.3129490268, 30.2684963655
35.0000000000, 500, 500, 16.2805498774, 42.6164290917, 32.4943111504
35.0000000000, 500, 500, 17.9086048651, 44.1432345284, 34.9427074137
35.0000000000, 500, 500, 19.6994653516, 45.9245087694, 37.6359433034
35.0000000000, 500, 500, 21.6694118868, 47.9941976588, 40.5985027820
35.0000000000, 500, 500, 23.8363530755, 50.3887564851, 43.8573182084
35.0000000000, 500, 500, 26.2199883830, 53.1466659354, 47.4420151776
35.0000000000, 500, 500, 28.8419872213, 56.3092406087, 51.3851818436
35.0000000000, 500, 500, 31.7261859434, 59.9199012774, 55.7226651763
35.0000000000, 500, 500, 34.8988045378, 64.0246125088, 60.4938968422
35.0000000000, 500, 500, 38.3886849916, 68.6711374433, 65.7422516747
35.0000000000, 500, 500, 42.2275534907, 73.9103162987, 71.5154419904
35.0000000000, 500, 500, 46.4503088398, 79.7953671061, 77.8659513377
35.0000000000, 500, 500, 51.0953397238, 86.3830379337, 84.8515116198
35.0000000000, 500, 500, 56.2048736961, 93.7338115665, 92.5356279300
35.0000000000, 500, 500, 61.8253610657, 101.9130569455, 100.9881558713
35.0000000000, 500, 500, 68.0078971723, 110.9917214399, 110.2859366067
35.0000000000, 500, 500, 74.8086868895, 121.0475401900, 120.5134954157
35.0000000000, 500, 500, 82.2895555785, 132.1661703352, 131.7638101055
35.0000000000, 500, 500, 90.5185111364, 144.4423034139, 144.1391562644
35.0000000000, 500, 500, 99.5703622500, 157.9808697113, 157.7520370391
35.0000000000, 500, 500, 109.5273984750, 172.8981220551, 172.7262058913
35.0000000000, 500, 500, 120.4801383225, 189.3225063704, 189.1977916287
35.0000000000, 500, 500, 132.5281521547, 207.3952451373, 207.3165359398
