F,I,J,S,V,VtoINF
35.0000000000, 500, 500, 2.0000000000, 34.3958868071, 6.1782357535
35.0000000000, 500, 500, 2.2000000000, 34.4014670904, 6.5419485542
35.0000000000, 500, 500, 2.4200000000, 34.4093066213, 6.9420326350
35.0000000000, 500, 500, 2.6620000000, 34.4197484043, 7.3821251238
35.0000000000, 500, 500, 2.9282000000, 34.4337780542, 7.8662268615
35.0000000000, 500, 500, 3.2210200000, 34.4526540421, 8.3987387730
35.0000000000, 500, 500, 3.5431220000, 34.4779369209, 8.9845018756
35.0000000000, 500, 500, 3.8974342000, 34.5115860630, 9.6288412885
35.0000000000, 500, 500, 4.2871776200, 34.5575497713, 10.3376146427
35.0000000000, 500, 500, 4.7158953820, 34.6175862553, 11.1172653323
35.0000000000, 500, 500, 5.1874849202, 34.6983257176, 11.9748810909
35.0000000000, 500, 500, 5.7062334122, 34.8043425868, 12.9182584253
35.0000000000, 500, 500, 6.2768567534, 34.9434512816, 13.9559734932
35.0000000000, 500, 500, 6.9045424288, 35.1247970797, 15.0974600679
35.0000000000, 500, 500, 7.5949966717, 35.3607996096, 16.3530953000
35.0000000000, 500, 500, 8.3544963388, 35.6642824763, 17.7342940553
35.0000000000, 500, 500, 9.1899459727, 36.0536403852, 19.2536126862
35.0000000000, 500, 500, 10.1089405700, 36.5491732218, 20.9248631802
35.0000000000, 500, 500, 11.1198346270, 37.1728469599, 22.7632387235
35.0000000000, 500, 500, 12.2318180897, 37.9541014384, 24.7854518212
35.0000000000, 500, 500, 13.4549998987, 38.9241215797, 27.0098862287
35.0000000000, 500, 500, 14.8004998885, 40.1163684810, 29.4567640769
35.0000000000, 500, 500, 16.2805498774, 41.5704233659, 32.1483297099
35.0000000000, 500, 500, 17.9086048651, 43.3271547783, 35.1090519062
35.0000000000, 500, 500, 19.6994653516, 45.4305659664, 38.3658463222
35.0000000000, 500, 500, 21.6694118868, 47.9268277660, 41.9483201797
35.0000000000, 500, 500, 23.8363530755, 50.8632297087, 45.8890414230
35.0000000000, 500, 500, 26.2199883830, 54.2869940087, 50.2238347907
35.0000000000, 500, 500, 28.8419872213, 58.2462952658, 54.9921074951
35.0000000000, 500, 500, 31.7261859434, 62.7890529536, 60.2372074699
35.0000000000, 500, 500, 34.8988045378, 67.9637574840, 66.0068174422
35.0000000000, 500, 500, 38.3886849916, 73.8189690217, 72.3533884118
35.0000000000, 500, 500, 42.2275534907, 80.4056669575, 79.3346164783
35.0000000000, 500, 500, 46.4503088398, 87.7772780241, 87.0139673515
35.0000000000, 500, 500, 51.0953397238, 95.9919769248, 95.4612533119
35.0000000000, 500, 500, 56.2048736961, 105.1138869146, 104.7532678685
35.0000000000, 500, 500, 61.8253610657, 115.2150462086, 114.9744838807
35.0000000000, 500, 500, 68.0078971723, 126.3767565331, 126.2178214941
35.0000000000, 500, 500, 74.8086868895, 138.6910965166, 138.5854928688
35.0000000000, 500, 500, 82.2895555785, 152.2621227514, 152.1899313810
35.0000000000, 500, 500, 90.5185111364, 167.2069087423, 167.1548137445
35.0000000000, 500, 500, 99.5703622500, 183.6565419256, 183.6161843442
35.0000000000, 500, 500, 109.5273984750, 201.7570809916, 201.7236920040
35.0000000000, 500, 500, 120.4801383225, 221.6705757654, 221.6419504297
35.0000000000, 500, 500, 132.5281521547, 243.5762350564, 243.5520346981
