F,I,J,S,V,VtoINF
35.0000000000, 500, 500, 2.0000000000, 34.3797215554, 11.0181047438
35.0000000000, 500, 500, 2.2000000000, 34.3798428900, 11.3188803665
35.0000000000, 500, 500, 2.4200000000, 34.3800473939, 11.6497335514
35.0000000000, 500, 500, 2.6620000000, 34.3803650740, 12.0136720548
35.0000000000, 500, 500, 2.9282000000, 34.3808680768, 12.4140044086
35.0000000000, 500, 500, 3.2210200000, 34.3816726827, 12.8543699977
35.0000000000, 500, 500, 3.5431220000, 34.3829589034, 13.3387721458
35.0000000000, 500, 500, 3.8974342000, 34.3850038491, 13.8716145086
35.0000000000, 500, 500, 4.2871776200, 34.3884591009, 14.4577411078
35.0000000000, 500, 500, 4.7158953820, 34.3938285484, 15.1024803668
35.0000000000, 500, 500, 5.1874849202, 34.4027283570, 15.8116935518
35.0000000000, 500, 500, 5.7062334122, 34.4168552323, 16.5918280553
35.0000000000, 500, 500, 6.2768567534, 34.4392814328, 17.4499760091
35.0000000000, 500, 500, 6.9045424288, 34.4744751875, 18.3939387582
35.0000000000, 500, 500, 7.5949966717, 34.5296200460, 19.4322977824
35.0000000000, 500, 500, 8.3544963388, 34.6138826763, 20.5744927089
35.0000000000, 500, 500, 9.1899459727, 34.7419598877, 21.8309071280
35.0000000000, 500, 500, 10.1089405700, 34.9331444865, 23.2129629891
35.0000000000, 500, 500, 11.1198346270, 35.2111592087, 24.7332244363
35.0000000000, 500, 500, 12.2318180897, 35.6100029348, 26.4055120282
35.0000000000, 500, 500, 13.4549998987, 36.1693433564, 28.2450283793
35.0000000000, 500, 500, 14.8004998885, 36.9335779282, 30.2684963655
35.0000000000, 500, 500, 16.2805498774, 37.9551679203, 32.4943111504
35.0000000000, 500, 500, 17.9086048651, 39.2866895236, 34.9427074137
35.0000000000, 500, 500, 19.6994653516, 40.9802723321, 37.6359433034
35.0000000000, 500, 500, 21.6694118868, 43.0836112580, 40.5985027820
35.0000000000, 500, 500, 23.8363530755, 45.6364497570, 43.8573182084
35.0000000000, 500, 500, 26.2199883830, 48.6685545235, 47.4420151776
35.0000000000, 500, 500, 28.8419872213, 52.2021744409, 51.3851818436
35.0000000000, 500, 500, 31.7261859434, 56.2534857802, 55.7226651763
35.0000000000, 500, 500, 34.8988045378, 60.8373206119, 60.4938968422
35.0000000000, 500, 500, 38.3886849916, 65.9709960627, 65.7422516747
35.0000000000, 500, 500, 42.2275534907, 71.6791214258, 71.5154419904
35.0000000000, 500, 500, 46.4503088398, 77.9955040848, 77.8659513377
35.0000000000, 500, 500, 51.0953397238, 84.9646327544, 84.8515116198
35.0000000000, 500, 500, 56.2048736961, 92.6415164359, 92.5356279300
35.0000000000, 500, 500, 61.8253610657, 101.0911588539, 100.9881558713
35.0000000000, 500, 500, 68.0078971723, 110.3879125435, 110.2859366067
35.0000000000, 500, 500, 74.8086868895, 120.6151771276, 120.5134954157
35.0000000000, 500, 500, 82.2895555785, 131.8654881391, 131.7638101055
35.0000000000, 500, 500, 90.5185111364, 144.2409440269, 144.1391562644
35.0000000000, 500, 500, 99.5703622500, 157.8537724944, 157.7520370391
35.0000000000, 500, 500, 109.5273984750, 172.8266792685, 172.7262058913
35.0000000000, 500, 500, 120.4801383225, 189.2923434931, 189.1977916287
35.0000000000, 500, 500, 132.5281521547, 207.3910256668, 207.3165359398
