F,I,J,S,V,VtoINF
35.0000000000, 500, 500, 2.0000000000, 34.4446684198, 11.0181047438
35.0000000000, 500, 500, 2.2000000000, 34.4576051089, 11.3188803665
35.0000000000, 500, 500, 2.4200000000, 34.4740318612, 11.6497335514
35.0000000000, 500, 500, 2.6620000000, 34.4943114997, 12.0136720548
35.0000000000, 500, 500, 2.9282000000, 34.5195697418, 12.4140044086
35.0000000000, 500, 500, 3.2210200000, 34.5511534731, 12.8543699977
35.0000000000, 500, 500, 3.5431220000, 34.5906504980, 13.3387721458
35.0000000000, 500, 500, 3.8974342000, 34.6399754437, 13.8716145086
35.0000000000, 500, 500, 4.2871776200, 34.7028436872, 14.4577411078
35.0000000000, 500, 500, 4.7158953820, 34.7807630767, 15.1024803668
35.0000000000, 500, 500, 5.1874849202, 34.8795879898, 15.8116935518
35.0000000000, 500, 500, 5.7062334122, 35.0031214249, 16.5918280553
35.0000000000, 500, 500, 6.2768567534, 35.1578380849, 17.4499760091
35.0000000000, 500, 500, 6.9045424288, 35.3511181681, 18.3939387582
35.0000000000, 500, 500, 7.5949966717, 35.5927901425, 19.4322977824
35.0000000000, 500, 500, 8.3544963388, 35.8928384846, 20.5744927089
35.0000000000, 500, 500, 9.1899459727, 36.2654277653, 21.8309071280
35.0000000000, 500, 500, 10.1089405700, 36.7260341730, 23.2129629891
35.0000000000, 500, 500, 11.1198346270, 37.2913687077, 24.7332244363
35.0000000000, 500, 500, 12.2318180897, 37.9837417468, 26.4055120282
35.0000000000, 500, 500, 13.4549998987, 38.8268620506, 28.2450283793
35.0000000000, 500, 500, 14.8004998885, 39.8463698239, 30.2684963655
35.0000000000, 500, 500, 16.2805498774, 41.0727841216, 32.4943111504
35.0000000000, 500, 500, 17.9086048651, 42.5380913887, 34.9427074137
35.0000000000, 500, 500, 19.6994653516, 44.2772468751, 37.6359433034
35.0000000000, 500, 500, 21.6694118868, 46.3275997884, 40.5985027820
35.0000000000, 500, 500, 23.8363530755, 48.7282127976, 43.8573182084
35.0000000000, 500, 500, 26.2199883830, 51.5189897665, 47.4420151776
35.0000000000, 500, 500, 28.8419872213, 54.7414333039, 51.3851818436
35.0000000000, 500, 500, 31.7261859434, 58.4376115574, 55.7226651763
35.0000000000, 500, 500, 34.8988045378, 62.6506345705, 60.4938968422
35.0000000000, 500, 500, 38.3886849916, 67.4239615066, 65.7422516747
35.0000000000, 500, 500, 42.2275534907, 72.8030519502, 71.5154419904
35.0000000000, 500, 500, 46.4503088398, 78.8350414026, 77.8659513377
35.0000000000, 500, 500, 51.0953397238, 85.5704168696, 84.8515116198
35.0000000000, 500, 500, 56.2048736961, 93.0637939776, 92.5356279300
35.0000000000, 500, 500, 61.8253610657, 101.3755132603, 100.9881558713
35.0000000000, 500, 500, 68.0078971723, 110.5727589047, 110.2859366067
35.0000000000, 500, 500, 74.8086868895, 120.7309482910, 120.5134954157
35.0000000000, 500, 500, 82.2895555785, 131.9348827466, 131.7638101055
35.0000000000, 500, 500, 90.5185111364, 144.2797435085, 144.1391562644
35.0000000000, 500, 500, 99.5703622500, 157.8720118994, 157.7520370391
35.0000000000, 500, 500, 109.5273984750, 172.8302506947, 172.7262058913
35.0000000000, 500, 500, 120.4801383225, 189.2858108963, 189.1977916287
35.0000000000, 500, 500, 132.5281521547, 207.3835259219, 207.3165359398
