F,I,J,S,V,VtoINF
35.0000000000, 500, 500, 2.0000000000, 36.0660425116, 27.5209957747
35.0000000000, 500, 500, 2.2000000000, 36.0707963256, 27.6071694333
35.0000000000, 500, 500, 2.4200000000, 36.1073465424, 27.7019604579
35.0000000000, 500, 500, 2.6620000000, 36.1491021069, 27.8062305849
35.0000000000, 500, 500, 2.9282000000, 36.1938774320, 27.9209277246
35.0000000000, 500, 500, 3.2210200000, 36.2438947502, 28.0470945782
35.0000000000, 500, 500, 3.5431220000, 36.2997106977, 28.1858781172
35.0000000000, 500, 500, 3.8974342000, 36.3620386526, 28.3385400102
35.0000000000, 500, 500, 4.2871776200, 36.4318892632, 28.5064680924
35.0000000000, 500, 500, 4.7158953820, 36.5099750129, 28.6911889828
35.0000000000, 500, 500, 5.1874849202, 36.5976565649, 28.8943819623
35.0000000000, 500, 500, 5.7062334122, 36.6960390208, 29.1178942398
35.0000000000, 500, 500, 6.2768567534, 36.8066243348, 29.3637577450
35.0000000000, 500, 500, 6.9045424288, 36.9310700650, 29.6342076007
35.0000000000, 500, 500, 7.5949966717, 37.0713818364, 29.9317024419
35.0000000000, 500, 500, 8.3544963388, 37.2296549565, 30.2589467673
35.0000000000, 500, 500, 9.1899459727, 37.4085520804, 30.6189155253
35.0000000000, 500, 500, 10.1089405700, 37.6109928420, 31.0148811590
35.0000000000, 500, 500, 11.1198346270, 37.8401805179, 31.4504433561
35.0000000000, 500, 500, 12.2318180897, 38.1001224588, 31.9295617729
35.0000000000, 500, 500, 13.4549998987, 38.3952175463, 32.4565920314
35.0000000000, 500, 500, 14.8004998885, 38.7303739196, 33.0363253157
35.0000000000, 500, 500, 16.2805498774, 39.1114270381, 33.6740319285
35.0000000000, 500, 500, 17.9086048651, 39.5448447864, 34.3755092026
35.0000000000, 500, 500, 19.6994653516, 40.0380102915, 35.1471342040
35.0000000000, 500, 500, 21.6694118868, 40.5992850419, 35.9959217056
35.0000000000, 500, 500, 23.8363530755, 41.2380566924, 36.9295879574
35.0000000000, 500, 500, 26.2199883830, 41.9647347183, 37.9566208343
35.0000000000, 500, 500, 28.8419872213, 42.7909893681, 39.0863569990
35.0000000000, 500, 500, 31.7261859434, 43.7296911156, 40.3290667801
35.0000000000, 500, 500, 34.8988045378, 44.7950657592, 41.6960475393
35.0000000000, 500, 500, 38.3886849916, 46.0025288318, 43.1997263744
35.0000000000, 500, 500, 42.2275534907, 47.3690003941, 44.8537730931
35.0000000000, 500, 500, 46.4503088398, 48.9126417245, 46.6732244836
35.0000000000, 500, 500, 51.0953397238, 50.6530671017, 48.6746210132
35.0000000000, 500, 500, 56.2048736961, 52.6112072640, 50.8761571957
35.0000000000, 500, 500, 61.8253610657, 54.8094690294, 53.2978469965
35.0000000000, 500, 500, 68.0078971723, 57.2716754165, 55.9617057773
35.0000000000, 500, 500, 74.8086868895, 60.0232062582, 58.8919504362
35.0000000000, 500, 500, 82.2895555785, 63.0911007407, 62.1152195611
35.0000000000, 500, 500, 90.5185111364, 66.5040382111, 65.6608155984
35.0000000000, 500, 500, 99.5703622500, 70.2919478586, 69.5609712394
35.0000000000, 500, 500, 109.5273984750, 74.4836053174, 73.8511424446
35.0000000000, 500, 500, 120.4801383225, 79.0954147663, 78.5703307702
35.0000000000, 500, 500, 132.5281521547, 84.0802013322, 83.7614379285
