F,I,J,S,V,VtoINF
35.0000000000, 500, 500, 2.0000000000, 34.8398550781, 11.0181047438
35.0000000000, 500, 500, 2.2000000000, 34.8942757426, 11.3188803665
35.0000000000, 500, 500, 2.4200000000, 34.9580917351, 11.6497335514
35.0000000000, 500, 500, 2.6620000000, 35.0320063767, 12.0136720548
35.0000000000, 500, 500, 2.9282000000, 35.1180046556, 12.4140044086
35.0000000000, 500, 500, 3.2210200000, 35.2182734314, 12.8543699977
35.0000000000, 500, 500, 3.5431220000, 35.3352237443, 13.3387721458
35.0000000000, 500, 500, 3.8974342000, 35.4715942216, 13.8716145086
35.0000000000, 500, 500, 4.2871776200, 35.6321616537, 14.4577411078
35.0000000000, 500, 500, 4.7158953820, 35.8188648267, 15.1024803668
35.0000000000, 500, 500, 5.1874849202, 36.0384077719, 15.8116935518
35.0000000000, 500, 500, 5.7062334122, 36.2949318771, 16.5918280553
35.0000000000, 500, 500, 6.2768567534, 36.5951314617, 17.4499760091
35.0000000000, 500, 500, 6.9045424288, 36.9462359266, 18.3939387582
35.0000000000, 500, 500, 7.5949966717, 37.3573252357, 19.4322977824
35.0000000000, 500, 500, 8.3544963388, 37.8373438310, 20.5744927089
35.0000000000, 500, 500, 9.1899459727, 38.3983420892, 21.8309071280
35.0000000000, 500, 500, 10.1089405700, 39.0530782810, 23.2129629891
35.0000000000, 500, 500, 11.1198346270, 39.8151397561, 24.7332244363
35.0000000000, 500, 500, 12.2318180897, 40.7020328530, 26.4055120282
35.0000000000, 500, 500, 13.4549998987, 41.7322382515, 28.2450283793
35.0000000000, 500, 500, 14.8004998885, 42.9258209536, 30.2684963655
35.0000000000, 500, 500, 16.2805498774, 44.3065173473, 32.4943111504
35.0000000000, 500, 500, 17.9086048651, 45.8997281115, 34.9427074137
35.0000000000, 500, 500, 19.6994653516, 47.7337827401, 37.6359433034
35.0000000000, 500, 500, 21.6694118868, 49.8398929154, 40.5985027820
35.0000000000, 500, 500, 23.8363530755, 52.2520725851, 43.8573182084
35.0000000000, 500, 500, 26.2199883830, 55.0068997463, 47.4420151776
35.0000000000, 500, 500, 28.8419872213, 58.1443299204, 51.3851818436
35.0000000000, 500, 500, 31.7261859434, 61.7072467187, 55.7226651763
35.0000000000, 500, 500, 34.8988045378, 65.7419511437, 60.4938968422
35.0000000000, 500, 500, 38.3886849916, 70.2975823863, 65.7422516747
35.0000000000, 500, 500, 42.2275534907, 75.4272644600, 71.5154419904
35.0000000000, 500, 500, 46.4503088398, 81.1874242753, 77.8659513377
35.0000000000, 500, 500, 51.0953397238, 87.6387255854, 84.8515116198
35.0000000000, 500, 500, 56.2048736961, 94.8460431788, 92.5356279300
35.0000000000, 500, 500, 61.8253610657, 102.8793233161, 100.9881558713
35.0000000000, 500, 500, 68.0078971723, 111.8139228847, 110.2859366067
35.0000000000, 500, 500, 74.8086868895, 121.7314831382, 120.5134954157
35.0000000000, 500, 500, 82.2895555785, 132.7207386292, 131.7638101055
35.0000000000, 500, 500, 90.5185111364, 144.8782885533, 144.1391562644
35.0000000000, 500, 500, 99.5703622500, 158.3095067343, 157.7520370391
35.0000000000, 500, 500, 109.5273984750, 173.1293059823, 172.7262058913
35.0000000000, 500, 500, 120.4801383225, 189.4625645810, 189.1977916287
35.0000000000, 500, 500, 132.5281521547, 207.4441317263, 207.3165359398
