F,I,J,S,V,VtoInf
35.0000000000, 5, 5, 17.3800000000, 52.0557027545, 34.1477501265
35.0000000000, 10, 10, 17.3800000000, 43.2442621282, 34.1477501265
35.0000000000, 20, 20, 17.3800000000, 42.8593801387, 34.1477501265
35.0000000000, 40, 40, 17.3800000000, 42.2104002673, 34.1477501265
35.0000000000, 80, 80, 17.3800000000, 42.0892349162, 34.1477501265
35.0000000000, 160, 160, 17.3800000000, 42.0612584313, 34.1477501265
35.0000000000, 320, 320, 17.3800000000, 42.0507590518, 34.1477501265
35.0000000000, 640, 640, 17.3800000000, 42.0501694488, 34.1477501265
35.0000000000, 1280, 1280, 17.3800000000, 42.0497430458, 34.1477501265
35.0000000000, 2560, 2560, 17.3800000000, 42.0495868930, 34.1477501265
35.0000000000, 5120, 5120, 17.3800000000, 42.0495728141, 34.1477501265
35.0000000000, 10240, 10240, 17.3800000000, 42.0495635131, 34.1477501265
