F,I,J,S,V,VtoInf
35.0000000000, 10, 10, 17.3800000000, 41.5243187281, 34.1477501265
35.0000000000, 20, 20, 17.3800000000, 41.9403791077, 34.1477501265
35.0000000000, 40, 40, 17.3800000000, 42.0272772687, 34.1477501265
35.0000000000, 80, 80, 17.3800000000, 42.0460971696, 34.1477501265
35.0000000000, 160, 160, 17.3800000000, 42.0495316955, 34.1477501265
35.0000000000, 320, 320, 17.3800000000, 42.0497658008, 34.1477501265
35.0000000000, 640, 640, 17.3800000000, 42.0495125975, 34.1477501265
35.0000000000, 1280, 1280, 17.3800000000, 42.0495489484, 34.1477501265
35.0000000000, 2560, 2560, 17.3800000000, 42.0495444100, 34.1477501265
35.0000000000, 5120, 5120, 17.3800000000, 42.0495364613, 34.1477501265
35.0000000000, 10240, 10240, 17.3800000000, 42.0495355205, 34.1477501265
35.0000000000, 20480, 20480, 17.3800000000, 42.0495346954, 34.1477501265
35.0000000000, 40960, 40960, 17.3800000000, 42.0495341506, 34.1477501265
35.0000000000, 81920, 81920, 17.3800000000, 42.0495339046, 34.1477501265
