F,I,J,S,V,VtoInf
35.0000000000, 5, 5, 17.3800000000, 48.5011772225, 34.1477501265
35.0000000000, 10, 10, 17.3800000000, 41.2609463092, 34.1477501265
35.0000000000, 20, 20, 17.3800000000, 42.2997815233, 34.1477501265
35.0000000000, 40, 40, 17.3800000000, 42.0838633693, 34.1477501265
35.0000000000, 80, 80, 17.3800000000, 42.0559413669, 34.1477501265
35.0000000000, 160, 160, 17.3800000000, 42.0531795868, 34.1477501265
35.0000000000, 320, 320, 17.3800000000, 42.0487119337, 34.1477501265
35.0000000000, 640, 640, 17.3800000000, 42.0496612777, 34.1477501265
35.0000000000, 1280, 1280, 17.3800000000, 42.0496155785, 34.1477501265
35.0000000000, 2560, 2560, 17.3800000000, 42.0495550800, 34.1477501265
35.0000000000, 5120, 5120, 17.3800000000, 42.0495648542, 34.1477501265
35.0000000000, 10240, 10240, 17.3800000000, 42.0495615240, 34.1477501265
