F,I,J,S,V,VtoInf
35.0000000000, 5, 5, 17.3800000000, 42.5516623714, 34.1477501265
35.0000000000, 10, 10, 17.3800000000, 42.4358063642, 34.1477501265
35.0000000000, 20, 20, 17.3800000000, 41.9861956278, 34.1477501265
35.0000000000, 40, 40, 17.3800000000, 42.0381025279, 34.1477501265
35.0000000000, 80, 80, 17.3800000000, 42.0485542890, 34.1477501265
35.0000000000, 160, 160, 17.3800000000, 42.0499738969, 34.1477501265
35.0000000000, 320, 320, 17.3800000000, 42.0497362067, 34.1477501265
35.0000000000, 640, 640, 17.3800000000, 42.0494696149, 34.1477501265
35.0000000000, 1280, 1280, 17.3800000000, 42.0494460974, 34.1477501265
35.0000000000, 2560, 2560, 17.3800000000, 42.0494197610, 34.1477501265
35.0000000000, 5120, 5120, 17.3800000000, 42.0494029471, 34.1477501265
35.0000000000, 10240, 10240, 17.3800000000, 42.0493958713, 34.1477501265
